Азитромицин,{}
Рис шлифованный,"{'04': 0.8, '45': 2.6799999999999997, '18': 3.45, '61': 0.98, '80': 2.5, '03': 10.180000000000001, '38': 1.7000000000000002, '66': 4.3, '73': 2.6, '22': 2.6, '19': 4.2, '83': 0.9, '52': 0.08, '60': 0.9, '14': 0.8, '68': 4.0, '20': 0.8, '46': 1.8, '32': 1.6, '56': 0.8, '58': 1.6, '53': 1.8, '12': 0.8, '63': 8.38}"
Рыба мороженая неразделанная,"{'18': 0.25, '03': 1.29, '66': 0.8, '19': 1.05, '41': 0.64, '45': 0.84, '01': 0.8, '14': 0.25, '22': 0.25, '20': 2.4, '32': 2.4000000000000004, '58': 1.2000000000000002, '53': 1.23, '46': 0.8}"
Санитарно-гигиеническая маска (медицинская),{}
Сахар-песок,"{'04': 2.56, '45': 6.8, '68': 12.0, '29': 1.0, '18': 11.0, '61': 5.0, '75': 2.0, '03': 17.0, '22': 25.0, '50': 4.0, '63': 14.0, '66': 5.0, '83': 2.0, '57': 1.0, '19': 21.0, '52': 1.0, '78': 2.0, '60': 9.0, '12': 1.0, '01': 3.0, '65': 2.0, '46': 4.0, '53': 8.0, '32': 0.8}"
Свежесрезанные цветы,"{'60': 102.0, '14': 12.0, '11': 54.0, '08': 15.0, '50': 10.0}"
Свинина (кроме бескостного мяса),"{'04': 1.11, '45': 0.69}"
Свободная цена,{}
Свёкла столовая,"{'68': 0.94, '04': 1.79, '28': 0.61, '29': 0.71, '18': 1.6, '61': 1.36, '38': 0.6, '73': 1.59, '46': 1.02, '86': 0.57, '03': 1.06, '45': 2.14, '41': 0.9099999999999999, '65': 0.6, '40': 0.41, '20': 1.01, '50': 0.47, '22': 4.449999999999999, '56': 0.78, '53': 2.3899999999999997, '12': 0.73, '14': 1.23, '63': 1.06}"
Сельдь соленая,"{'28': 0.3, '19': 0.35, '03': 1.3, '53': 0.98}"
Сеннозиды А и B,{}
Сливки питьевые,"{'04': 0.53, '28': 0.5900000000000001, '18': 0.35, '61': 0.35, '03': 0.7, '83': 0.4, '22': 0.2, '58': 0.2, '53': 0.5, '46': 0.35, '75': 0.5, '45': 0.4}"
Смеси сухие молочные для детского питания,{}
Сметана,"{'68': 1.34, '04': 0.18, '45': 3.61, '94': 2.3, '25': 0.36, '08': 0.2, '92': 0.06, '46': 4.02, '65': 0.4, '18': 3.3899999999999997, '80': 1.38, '22': 6.1000000000000005, '38': 0.32, '50': 0.18, '66': 1.58, '73': 2.35, '75': 4.73, '19': 4.68, '83': 0.38, '57': 0.8300000000000001, '86': 0.5800000000000001, '52': 0.2, '41': 1.9500000000000002, '78': 0.25, '03': 3.3899999999999997, '60': 0.3, '01': 0.37, '40': 1.44, '20': 0.44999999999999996, '71': 0.6699999999999999, '29': 0.3, '32': 1.59, '58': 1.6700000000000002, '53': 0.32, '12': 1.8399999999999999, '07': 0.29, '28': 0.3, '63': 1.2000000000000002}"
Соки фруктовые,"{'68': 2.7, '04': 0.7, '94': 1.75, '08': 2.9299999999999997, '25': 1.8, '45': 9.22, '18': 6.53, '29': 0.6000000000000001, '75': 3.26, '80': 3.46, '15': 0.25, '03': 2.0, '38': 1.6, '22': 9.440000000000001, '66': 4.35, '73': 1.73, '46': 3.0, '19': 6.3999999999999995, '83': 2.0, '57': 1.0, '86': 0.4, '52': 0.4, '41': 0.6000000000000001, '78': 2.0, '60': 1.2, '63': 2.05, '12': 0.8, '14': 3.8000000000000003, '40': 2.0999999999999996, '97': 0.6000000000000001, '65': 1.0, '20': 4.0600000000000005, '71': 0.6, '58': 2.57, '53': 9.3}"
Соль поваренная пищевая,"{'18': 3.1000000000000005, '75': 2.15, '94': 2.0, '45': 0.55, '83': 3.0, '03': 1.35, '60': 1.0, '14': 8.0, '22': 5.0, '66': 1.0, '56': 1.0, '58': 3.0, '53': 2.0, '32': 1.0, '73': 1.0, '63': 2.0}"
"Сосиски, сардельки","{'04': 0.39, '45': 3.1900000000000004, '94': 1.26, '29': 0.6, '18': 4.1, '03': 6.48, '38': 0.6, '22': 9.06, '50': 0.6, '66': 2.92, '73': 1.55, '19': 2.5199999999999996, '57': 0.45, '78': 0.35, '60': 0.8999999999999999, '63': 4.32, '80': 0.33, '41': 0.6, '01': 0.36, '40': 0.6, '46': 2.43, '68': 1.6600000000000001, '71': 0.6, '32': 0.65, '58': 1.7999999999999998, '53': 0.9, '97': 0.33, '75': 0.35, '70': 5.8}"
Супрастин,{}
Сухие корма для домашних животных,"{'68': 0.82, '94': 1.58, '45': 0.43999999999999995, '18': 3.1599999999999993, '61': 1.37, '29': 0.43000000000000005, '80': 1.08, '03': 1.71, '22': 7.919999999999997, '63': 2.76, '66': 2.8400000000000003, '73': 0.4, '75': 0.69, '83': 0.83, '57': 0.09, '19': 0.3, '41': 1.9200000000000002, '60': 3.209999999999999, '12': 1.48, '01': 2.3699999999999997, '14': 0.7, '65': 2.14, '40': 0.18, '20': 0.09, '46': 1.08, '71': 0.3, '53': 2.94, '32': 1.24}"
Сухие супы в пакетах,{}
Сухофрукты,"{'45': 0.23, '18': 0.3, '22': 0.1}"
"Сырки творожные, глазированные шоколадом","{'68': 0.2, '94': 0.15, '29': 0.09, '45': 1.18, '18': 0.13, '61': 0.19, '03': 1.47, '50': 0.18, '66': 0.22, '46': 0.63, '83': 0.22000000000000003, '57': 0.12, '19': 0.14, '52': 0.32, '41': 0.14, '73': 0.18, '60': 0.04, '12': 0.08, '01': 0.08, '20': 0.27999999999999997, '58': 0.08, '22': 0.3, '75': 0.04, '28': 0.16}"
Сыры плавленые,"{'45': 0.49, '94': 0.9500000000000001, '18': 0.9800000000000001, '61': 0.8, '29': 0.27, '03': 3.6100000000000008, '22': 2.7399999999999998, '50': 0.14, '73': 0.64, '19': 0.48, '83': 0.4, '41': 0.18, '60': 0.28, '01': 0.34, '65': 0.3, '20': 0.4, '68': 0.15, '46': 0.4, '58': 0.42, '12': 0.35, '75': 0.15, '28': 0.09, '63': 0.92}"
Сыры сычужные твердые и мягкие,"{'18': 0.25, '80': 0.15, '03': 0.12, '19': 0.22, '45': 0.15, '22': 0.34, '66': 0.5}"
Термометр медицинский безртутный (галинстановый),{}
Термометр медицинский электронный стандартный,{}
Торты,"{'18': 0.44, '61': 1.5499999999999998, '29': 0.8, '80': 2.5, '22': 2.55, '50': 0.35, '66': 1.1, '45': 2.91, '46': 0.7, '32': 1.0}"
"Троксерутин, 2% гель",{}
Туалетная вода,{'54': 100.0}
Умифеновир (Арбидол),{}
"Услуги саун, бань и душевых",{}
Услуги связи,{}
Фарш мясной,"{'18': 0.5, '61': 0.7, '63': 2.0, '22': 4.3, '83': 0.5, '60': 0.7, '45': 1.61, '68': 0.7, '58': 1.0, '75': 0.4, '92': 1.5}"
Филе рыбное,"{'18': 0.2, '03': 0.44999999999999996, '38': 0.4, '22': 1.0, '73': 0.36, '19': 0.16, '52': 0.5, '60': 0.38, '45': 1.57, '12': 0.25, '41': 0.9800000000000001, '68': 0.36, '66': 0.23, '32': 0.18}"
Филе сельди соленое,"{'45': 0.38, '18': 0.2, '03': 0.3, '38': 0.4, '22': 1.0, '73': 0.36, '52': 0.5, '60': 0.38, '12': 0.25, '41': 0.8, '68': 0.36, '66': 0.23, '32': 0.18}"
"Флуоцинолона ацетонид, 0,025% мазь",{}
Халат женский,{}
Хлеб и булочные изделия из пшеничной муки 1 и 2 сортов,"{'24': 1.8900000000000001, '68': 17.469999999999995, '04': 3.1800000000000006, '45': 37.03, '28': 8.420000000000002, '94': 12.050000000000002, '08': 1.0, '25': 1.45, '29': 5.949999999999998, '46': 13.930000000000005, '18': 30.260000000000012, '61': 6.419999999999999, '97': 1.6999999999999997, '75': 7.879999999999999, '80': 8.109999999999998, '03': 33.71, '22': 56.519999999999975, '38': 12.110000000000003, '36': 0.25, '50': 2.78, '63': 23.550000000000004, '66': 23.380000000000013, '73': 18.289999999999992, '19': 12.199999999999998, '83': 2.45, '57': 2.7600000000000002, '86': 1.0299999999999998, '52': 2.25, '41': 7.329999999999999, '78': 1.7000000000000002, '60': 6.14, '12': 9.880000000000003, '01': 6.18, '65': 11.06, '40': 1.67, '20': 9.299999999999999, '71': 2.0, '32': 23.79999999999999, '56': 11.010000000000003, '58': 8.55, '53': 5.5600000000000005, '14': 0.4, '98': 1.5499999999999998, '92': 7.690000000000001}"
Хлоргексидин,"{'67': 200.0, '46': 100.0}"
Чай зеленый,"{'03': 0.05, '63': 0.6799999999999999, '20': 0.05, '53': 0.2, '98': 0.1}"
Чай черный байховый пакетированный,{}
Чай черный байховый,"{'18': 0.2, '61': 0.05, '63': 0.4, '66': 0.1, '03': 0.25, '14': 0.09, '68': 0.2, '22': 0.03, '20': 0.25, '32': 0.1, '53': 0.25, '94': 0.1}"
Чеснок,"{'94': 0.36, '45': 0.63}"
Шоколад,"{'04': 0.18, '28': 0.37, '25': 0.19, '29': 0.58, '08': 0.04, '45': 1.3600000000000003, '18': 0.8199999999999998, '80': 0.36, '03': 1.8800000000000003, '22': 2.080000000000001, '38': 0.19, '36': 0.18, '50': 0.09, '63': 0.76, '66': 1.31, '73': 0.8599999999999999, '46': 0.31, '75': 0.25, '57': 0.31, '19': 0.74, '86': 0.18, '60': 0.09, '12': 0.59, '41': 0.28, '01': 0.5, '14': 0.51, '20': 0.42, '40': 0.27, '68': 0.37, '58': 0.09, '53': 0.37, '94': 0.30000000000000004, '92': 0.09, '32': 0.4}"
Шприцы одноразовые,{}
Эналаприл,{}
"Яблоки, кг","{'04': 3.6, '28': 4.3, '94': 4.93, '29': 5.550000000000001, '18': 8.11, '61': 1.97, '38': 1.55, '22': 18.610000000000003, '50': 1.08, '63': 4.49, '73': 2.1500000000000004, '45': 4.79, '46': 1.8399999999999999, '75': 3.93, '19': 1.33, '41': 1.26, '65': 0.89, '40': 0.76, '80': 1.13, '20': 1.33, '71': 1.62, '56': 1.22, '58': 1.35, '97': 0.57, '12': 2.62}"
Ягоды замороженные,{'46': 0.3}
Яйца куриные,"{'04': 120.0, '45': 180.0, '18': 115.0, '61': 40.0, '80': 30.0, '03': 120.0, '38': 60.0, '63': 210.0, '22': 192.0, '94': 80.0, '50': 45.0, '66': 140.0, '73': 170.0, '46': 110.0, '75': 40.0, '19': 70.0, '57': 10.0, '41': 20.0, '60': 50.0, '01': 30.0, '65': 10.0, '68': 60.0, '71': 20.0, '29': 30.0, '32': 55.0, '56': 20.0, '58': 70.0, '53': 20.0, '12': 40.0}"
Азитромицин,{}
Алмагель,{}
Амброксол,{}
Амлодипин,{}
Амоксициллин с клавулановой кислотой,{}
Апельсины,"{'68': 12.190000000000001, '28': 1.96, '94': 3.8700000000000006, '29': 5.24, '45': 4.46, '18': 9.150000000000002, '61': 8.870000000000001, '80': 0.77, '03': 11.84, '50': 0.36, '63': 9.690000000000001, '22': 15.859999999999998, '66': 3.11, '73': 3.59, '75': 5.949999999999999, '83': 1.31, '19': 1.6600000000000001, '52': 1.49, '78': 2.2800000000000002, '60': 1.1500000000000001, '46': 4.9799999999999995, '65': 0.89, '20': 1.09}"
Ацетилсалициловая кислота (Аспирин отечественный),{}
Бананы,"{'68': 8.879999999999999, '28': 2.09, '94': 17.36, '29': 6.040000000000001, '45': 10.700000000000001, '18': 17.590000000000003, '61': 8.709999999999999, '75': 7.2700000000000005, '80': 4.09, '03': 29.200000000000003, '38': 8.43, '36': 0.52, '22': 14.78, '50': 1.82, '63': 20.779999999999994, '66': 15.489999999999998, '73': 9.229999999999999, '46': 10.15, '19': 6.559999999999999, '83': 6.92, '57': 1.6599999999999997, '52': 1.69, '41': 0.87, '60': 3.1599999999999997, '12': 5.32, '01': 1.68, '65': 4.06, '40': 1.8, '20': 8.139999999999999, '32': 7.459999999999999, '56': 10.75, '58': 5.14, '53': 3.83, '14': 0.5}"
Бараночные изделия,"{'45': 0.7, '94': 1.0, '18': 1.2, '29': 0.6, '03': 0.8, '50': 0.2, '22': 1.2999999999999998, '66': 0.63, '46': 2.1, '75': 1.4500000000000002, '19': 1.1800000000000002, '63': 0.78, '52': 0.35, '60': 0.75, '53': 0.35, '12': 0.7, '73': 0.6}"
Бензин автомобильный марки АИ-92,{}
Бензин автомобильный марки АИ-95,{}
Бензин автомобильный,{}
Бинт,{}
Бисопролол,{}
Валидол,{}
"Варенье, джем, повидло","{'04': 1.0, '80': 0.4, '03': 0.6, '73': 0.39, '45': 1.2, '66': 0.79}"
Вермишель,"{'18': 1.35, '61': 0.45, '22': 0.9, '94': 0.2, '63': 3.8, '19': 0.45, '83': 0.45, '41': 0.45, '73': 0.9, '03': 2.6, '60': 0.45, '12': 0.2, '01': 0.45, '46': 0.45, '66': 0.45, '58': 0.45, '53': 0.45, '92': 0.45}"
Виноград,"{'94': 0.43, '80': 0.12, '28': 0.37}"
Вода минеральная и питьевая,"{'68': 5.5, '04': 3.5, '45': 10.919999999999998, '28': 3.0, '94': 2.0, '08': 7.0, '25': 0.5, '18': 24.0, '61': 15.5, '29': 7.5, '75': 27.43, '80': 7.0, '03': 25.0, '22': 31.75, '50': 1.0, '63': 11.5, '66': 49.239999999999995, '73': 20.0, '46': 26.25, '83': 3.5, '19': 0.33, '86': 1.0, '52': 0.5, '41': 9.1, '78': 4.5, '60': 2.0, '95': 1.0, '12': 3.5, '01': 1.0, '14': 6.75, '65': 3.5, '40': 4.49, '20': 1.0, '57': 1.83, '71': 5.0, '76': 1.0, '32': 9.0, '56': 5.0, '53': 3.0, '07': 5.0, '92': 1.5}"
Водка крепостью 40% об.спирта и выше,"{'30': 1.7, '68': 1.0, '94': 2.63, '28': 1.2, '45': 6.3999999999999995, '18': 4.5, '61': 1.0, '97': 100.1, '29': 1.2, '80': 2.75, '03': 2.0, '38': 1.25, '63': 4.25, '22': 3.25, '50': 2.25, '66': 3.0, '73': 1.75, '46': 3.95, '19': 1.25, '83': 0.5, '57': 1.5, '86': 1.0, '41': 3.2, '60': 0.75, '12': 1.0, '40': 2.7, '20': 0.35, '56': 0.5, '58': 0.25, '75': 0.5}"
Газовое моторное топливо,{}
Глицин,{}
Горох и фасоль,"{'68': 0.9, '18': 0.7, '61': 0.8, '80': 0.4, '03': 2.3200000000000003, '66': 1.6, '73': 0.45, '83': 0.8, '41': 0.38, '01': 0.8, '14': 0.42, '11': 0.12, '32': 0.8, '58': 1.1600000000000001, '22': 1.8, '28': 0.01, '45': 0.4, '63': 1.6}"
Грибы свежие,"{'78': 0.4, '60': 0.7, '45': 0.8099999999999999, '22': 0.8, '28': 0.25}"
Груши,"{'28': 0.63, '94': 4.03, '45': 0.82, '29': 0.77, '78': 1.32, '22': 1.1, '14': 1.05}"
Дизельное топливо,{}
Дротаверин (Но-шпа),{}
Жевательная резинка,{'14': 20.0}
Зелень свежая,"{'24': 0.15, '28': 0.1, '94': 0.51, '18': 0.2, '61': 0.05, '80': 0.4, '46': 0.1, '19': 0.25, '41': 0.33, '78': 0.01, '60': 0.01, '45': 0.72, '68': 0.2, '11': 0.02, '22': 0.5, '29': 0.05, '56': 0.05, '58': 0.05, '97': 0.05, '73': 0.15000000000000002, '75': 0.2, '57': 0.1}"
Земля для растений,"{'94': 15.0, '75': 30.0, '19': 25.0, '86': 5.0, '03': 30.0, '60': 5.0, '80': 15.0, '11': 90.0, '68': 5.0, '08': 15.0, '50': 20.0, '18': 20.0, '71': 5.0, '58': 5.0}"
"Зефир, пастила","{'18': 0.28, '61': 0.94, '03': 0.7000000000000001, '22': 0.88, '50': 0.37, '19': 0.62, '41': 0.28, '78': 0.22, '60': 0.22, '65': 0.22, '46': 0.22, '66': 0.28, '56': 0.22, '94': 0.22}"
Ибупрофен,{}
Индапамид,{}
Йогурт,"{'04': 2.5500000000000003, '45': 2.8, '28': 0.48, '29': 2.35, '18': 1.93, '75': 1.0, '80': 0.3, '03': 2.71, '22': 11.220000000000002, '50': 1.6800000000000002, '63': 9.26, '66': 2.12, '73': 1.82, '46': 3.0600000000000005, '19': 1.5399999999999998, '83': 2.3200000000000003, '57': 0.24000000000000002, '52': 1.28, '41': 2.0599999999999996, '60': 0.91, '12': 1.11, '01': 0.25, '65': 1.9900000000000002, '40': 0.15, '20': 0.89, '71': 0.63, '58': 0.26, '53': 2.4800000000000004, '92': 0.4}"
Какао,"{'19': 0.1, '65': 0.1, '68': 0.1, '73': 0.01}"
Кальмары мороженые,{'45': 0.5}
Капуста белокочанная свежая,"{'68': 3.95, '28': 5.79, '29': 1.58, '41': 1.49, '40': 1.18, '22': 20.32, '75': 2.06, '14': 1.82, '94': 0.66}"
Карамель,"{'68': 0.33999999999999997, '28': 0.18, '46': 0.25, '03': 0.45, '45': 0.3, '40': 0.5, '07': 0.06, '66': 0.25, '56': 0.3, '94': 0.02}"
Картофель,"{'68': 5.01, '04': 8.31, '28': 5.36, '45': 19.25, '18': 33.72, '61': 3.43, '80': 3.3, '03': 7.210000000000001, '38': 6.42, '63': 25.830000000000005, '94': 5.97, '66': 19.73, '73': 10.540000000000001, '46': 5.04, '19': 7.799999999999999, '86': 3.54, '12': 5.77, '41': 3.49, '01': 6.88, '65': 2.53, '40': 2.71, '71': 1.19, '22': 14.260000000000002, '32': 8.23, '56': 1.43, '58': 4.38, '53': 1.77, '97': 2.29, '75': 9.32, '92': 3.4699999999999998}"
"Кексы, рулеты","{'04': 0.35, '94': 0.4, '18': 0.18, '80': 0.1, '38': 0.28, '03': 1.76, '66': 0.31, '57': 0.28, '52': 0.15, '60': 0.56, '14': 0.8300000000000001, '40': 0.8, '22': 1.2100000000000002, '29': 0.15, '75': 1.2000000000000002, '92': 0.39, '32': 0.28}"
Кетчуп,"{'28': 0.35, '94': 1.33, '45': 0.5, '61': 0.35, '03': 1.64, '22': 1.85, '63': 1.26, '73': 0.35, '75': 1.0, '19': 1.26, '83': 0.49, '78': 0.5, '18': 0.76, '14': 0.2, '68': 1.0, '66': 1.2, '32': 0.85, '58': 0.53, '53': 0.52}"
Колбаса вареная,"{'18': 0.5, '61': 1.0, '03': 3.9, '38': 1.0, '50': 1.74, '66': 3.8000000000000003, '73': 1.1, '22': 4.5, '46': 4.1, '19': 1.9, '57': 0.4, '41': 0.35, '60': 1.0, '45': 0.53, '01': 1.5, '20': 3.35, '68': 1.5, '29': 0.5, '32': 0.45, '58': 0.5, '53': 1.0, '12': 1.0, '63': 1.6}"
Колбаса полукопченая и варено-копченая,"{'68': 0.5, '28': 0.77, '18': 1.1, '29': 2.42, '03': 2.32, '22': 2.8600000000000003, '50': 1.46, '45': 1.24, '19': 0.4, '86': 0.6, '60': 1.4, '01': 1.4, '40': 0.4, '71': 0.35, '32': 1.9800000000000002, '56': 0.4, '53': 0.7, '75': 0.6599999999999999, '94': 0.6599999999999999, '66': 0.3, '63': 0.3}"
Колбаса сырокопченая,"{'68': 0.2, '18': 0.3, '03': 0.3, '50': 0.77, '66': 0.55, '41': 0.1, '45': 0.12, '22': 0.30000000000000004, '53': 0.3, '75': 0.3}"
Колекальциферол (Витамин Д3),{'41': 930.0}
Комбинированные анальгетики,{}
Консервы мясные для детского питания,"{'80': 0.30000000000000004, '22': 0.7, '66': 0.38, '12': 0.68, '01': 0.08}"
Консервы мясные,"{'94': 0.33, '28': 0.34, '73': 0.5, '41': 0.33, '68': 0.33, '46': 0.34}"
Коньяк ординарный отечественный,"{'57': 0.5, '45': 1.2, '08': 0.5, '29': 0.6, '80': 0.5, '03': 5.75, '73': 0.75, '22': 0.44999999999999996, '19': 5.0, '86': 0.5, '41': 0.35, '18': 0.5, '20': 1.0499999999999998, '68': 0.5, '94': 0.25}"
Корвалол,"{'46': 50.0, '63': 25.0}"
Кофе натуральный в зернах и молотый,"{'19': 0.1, '78': 0.2, '03': 1.4000000000000001, '45': 0.1, '14': 0.2, '18': 0.5}"
Кофе натуральный растворимый,"{'68': 0.14, '94': 0.38, '18': 0.45, '61': 0.1, '03': 0.07, '22': 0.22000000000000003, '63': 0.30000000000000004, '66': 0.35, '73': 0.2, '46': 0.1, '57': 0.15, '60': 0.1, '01': 0.15, '40': 0.01}"
"Креветки мороженые, неразделанные","{'03': 1.0, '63': 1.0}"
Крупа гречневая-ядрица,"{'28': 0.9, '94': 0.9, '45': 1.8, '18': 3.3, '61': 0.9, '29': 1.46, '80': 0.9, '03': 5.0, '38': 2.5, '22': 19.3, '66': 6.4, '73': 1.7000000000000002, '19': 0.8, '41': 3.6799999999999997, '78': 0.9, '12': 1.6, '01': 0.8, '14': 0.8, '40': 0.9, '20': 2.4000000000000004, '46': 1.7000000000000002, '32': 3.2, '56': 1.7000000000000002, '58': 0.8, '53': 3.2, '63': 4.2}"
Крупа манная,"{'94': 1.6, '03': 3.2, '01': 0.8, '18': 0.8, '32': 0.8, '12': 1.6, '75': 0.7}"
